# Unicode 17.0 sequences supplementing the existing Twemoji catalog.
# Code points	PNG filename	Unicode name	Emoji version
1F575 1F3FF 200D 2640	1f575-1f3ff-200d-2640-fe0f.png	woman detective: dark skin tone	4.0
1F482 200D 2642	1f482-200d-2642-fe0f.png	man guard	4.0
1F482 1F3FB 200D 2642	1f482-1f3fb-200d-2642-fe0f.png	man guard: light skin tone	4.0
1F482 1F3FC 200D 2642	1f482-1f3fc-200d-2642-fe0f.png	man guard: medium-light skin tone	4.0
1F482 1F3FD 200D 2642	1f482-1f3fd-200d-2642-fe0f.png	man guard: medium skin tone	4.0
1F482 1F3FE 200D 2642	1f482-1f3fe-200d-2642-fe0f.png	man guard: medium-dark skin tone	4.0
1F482 1F3FF 200D 2642	1f482-1f3ff-200d-2642-fe0f.png	man guard: dark skin tone	4.0
1F482 200D 2640	1f482-200d-2640-fe0f.png	woman guard	4.0
1F482 1F3FB 200D 2640	1f482-1f3fb-200d-2640-fe0f.png	woman guard: light skin tone	4.0
1F482 1F3FC 200D 2640	1f482-1f3fc-200d-2640-fe0f.png	woman guard: medium-light skin tone	4.0
1F482 1F3FD 200D 2640	1f482-1f3fd-200d-2640-fe0f.png	woman guard: medium skin tone	4.0
1F482 1F3FE 200D 2640	1f482-1f3fe-200d-2640-fe0f.png	woman guard: medium-dark skin tone	4.0
1F482 1F3FF 200D 2640	1f482-1f3ff-200d-2640-fe0f.png	woman guard: dark skin tone	4.0
1F477 200D 2642	1f477-200d-2642-fe0f.png	man construction worker	4.0
1F477 1F3FB 200D 2642	1f477-1f3fb-200d-2642-fe0f.png	man construction worker: light skin tone	4.0
1F477 1F3FC 200D 2642	1f477-1f3fc-200d-2642-fe0f.png	man construction worker: medium-light skin tone	4.0
1F477 1F3FD 200D 2642	1f477-1f3fd-200d-2642-fe0f.png	man construction worker: medium skin tone	4.0
1F477 1F3FE 200D 2642	1f477-1f3fe-200d-2642-fe0f.png	man construction worker: medium-dark skin tone	4.0
1F477 1F3FF 200D 2642	1f477-1f3ff-200d-2642-fe0f.png	man construction worker: dark skin tone	4.0
1F477 200D 2640	1f477-200d-2640-fe0f.png	woman construction worker	4.0
1F477 1F3FB 200D 2640	1f477-1f3fb-200d-2640-fe0f.png	woman construction worker: light skin tone	4.0
1F477 1F3FC 200D 2640	1f477-1f3fc-200d-2640-fe0f.png	woman construction worker: medium-light skin tone	4.0
1F477 1F3FD 200D 2640	1f477-1f3fd-200d-2640-fe0f.png	woman construction worker: medium skin tone	4.0
1F477 1F3FE 200D 2640	1f477-1f3fe-200d-2640-fe0f.png	woman construction worker: medium-dark skin tone	4.0
1F477 1F3FF 200D 2640	1f477-1f3ff-200d-2640-fe0f.png	woman construction worker: dark skin tone	4.0
1F473 200D 2642	1f473-200d-2642-fe0f.png	man wearing turban	4.0
1F473 1F3FB 200D 2642	1f473-1f3fb-200d-2642-fe0f.png	man wearing turban: light skin tone	4.0
1F473 1F3FC 200D 2642	1f473-1f3fc-200d-2642-fe0f.png	man wearing turban: medium-light skin tone	4.0
1F473 1F3FD 200D 2642	1f473-1f3fd-200d-2642-fe0f.png	man wearing turban: medium skin tone	4.0
1F473 1F3FE 200D 2642	1f473-1f3fe-200d-2642-fe0f.png	man wearing turban: medium-dark skin tone	4.0
1F473 1F3FF 200D 2642	1f473-1f3ff-200d-2642-fe0f.png	man wearing turban: dark skin tone	4.0
1F473 200D 2640	1f473-200d-2640-fe0f.png	woman wearing turban	4.0
1F473 1F3FB 200D 2640	1f473-1f3fb-200d-2640-fe0f.png	woman wearing turban: light skin tone	4.0
1F473 1F3FC 200D 2640	1f473-1f3fc-200d-2640-fe0f.png	woman wearing turban: medium-light skin tone	4.0
1F473 1F3FD 200D 2640	1f473-1f3fd-200d-2640-fe0f.png	woman wearing turban: medium skin tone	4.0
1F473 1F3FE 200D 2640	1f473-1f3fe-200d-2640-fe0f.png	woman wearing turban: medium-dark skin tone	4.0
1F473 1F3FF 200D 2640	1f473-1f3ff-200d-2640-fe0f.png	woman wearing turban: dark skin tone	4.0
1F935 200D 2642	1f935-200d-2642-fe0f.png	man in tuxedo	13.0
1F935 1F3FB 200D 2642	1f935-1f3fb-200d-2642-fe0f.png	man in tuxedo: light skin tone	13.0
1F935 1F3FC 200D 2642	1f935-1f3fc-200d-2642-fe0f.png	man in tuxedo: medium-light skin tone	13.0
1F935 1F3FD 200D 2642	1f935-1f3fd-200d-2642-fe0f.png	man in tuxedo: medium skin tone	13.0
1F935 1F3FE 200D 2642	1f935-1f3fe-200d-2642-fe0f.png	man in tuxedo: medium-dark skin tone	13.0
1F935 1F3FF 200D 2642	1f935-1f3ff-200d-2642-fe0f.png	man in tuxedo: dark skin tone	13.0
1F935 200D 2640	1f935-200d-2640-fe0f.png	woman in tuxedo	13.0
1F935 1F3FB 200D 2640	1f935-1f3fb-200d-2640-fe0f.png	woman in tuxedo: light skin tone	13.0
1F935 1F3FC 200D 2640	1f935-1f3fc-200d-2640-fe0f.png	woman in tuxedo: medium-light skin tone	13.0
1F935 1F3FD 200D 2640	1f935-1f3fd-200d-2640-fe0f.png	woman in tuxedo: medium skin tone	13.0
1F935 1F3FE 200D 2640	1f935-1f3fe-200d-2640-fe0f.png	woman in tuxedo: medium-dark skin tone	13.0
1F935 1F3FF 200D 2640	1f935-1f3ff-200d-2640-fe0f.png	woman in tuxedo: dark skin tone	13.0
1F470 200D 2642	1f470-200d-2642-fe0f.png	man with veil	13.0
1F470 1F3FB 200D 2642	1f470-1f3fb-200d-2642-fe0f.png	man with veil: light skin tone	13.0
1F470 1F3FC 200D 2642	1f470-1f3fc-200d-2642-fe0f.png	man with veil: medium-light skin tone	13.0
1F470 1F3FD 200D 2642	1f470-1f3fd-200d-2642-fe0f.png	man with veil: medium skin tone	13.0
1F470 1F3FE 200D 2642	1f470-1f3fe-200d-2642-fe0f.png	man with veil: medium-dark skin tone	13.0
1F470 1F3FF 200D 2642	1f470-1f3ff-200d-2642-fe0f.png	man with veil: dark skin tone	13.0
1F470 200D 2640	1f470-200d-2640-fe0f.png	woman with veil	13.0
1F470 1F3FB 200D 2640	1f470-1f3fb-200d-2640-fe0f.png	woman with veil: light skin tone	13.0
1F470 1F3FC 200D 2640	1f470-1f3fc-200d-2640-fe0f.png	woman with veil: medium-light skin tone	13.0
1F470 1F3FD 200D 2640	1f470-1f3fd-200d-2640-fe0f.png	woman with veil: medium skin tone	13.0
1F470 1F3FE 200D 2640	1f470-1f3fe-200d-2640-fe0f.png	woman with veil: medium-dark skin tone	13.0
1F470 1F3FF 200D 2640	1f470-1f3ff-200d-2640-fe0f.png	woman with veil: dark skin tone	13.0
1F9B8 200D 2642	1f9b8-200d-2642-fe0f.png	man superhero	11.0
1F9B8 1F3FB 200D 2642	1f9b8-1f3fb-200d-2642-fe0f.png	man superhero: light skin tone	11.0
1F9B8 1F3FC 200D 2642	1f9b8-1f3fc-200d-2642-fe0f.png	man superhero: medium-light skin tone	11.0
1F9B8 1F3FD 200D 2642	1f9b8-1f3fd-200d-2642-fe0f.png	man superhero: medium skin tone	11.0
1F9B8 1F3FE 200D 2642	1f9b8-1f3fe-200d-2642-fe0f.png	man superhero: medium-dark skin tone	11.0
1F9B8 1F3FF 200D 2642	1f9b8-1f3ff-200d-2642-fe0f.png	man superhero: dark skin tone	11.0
1F9B8 200D 2640	1f9b8-200d-2640-fe0f.png	woman superhero	11.0
1F9B8 1F3FB 200D 2640	1f9b8-1f3fb-200d-2640-fe0f.png	woman superhero: light skin tone	11.0
1F9B8 1F3FC 200D 2640	1f9b8-1f3fc-200d-2640-fe0f.png	woman superhero: medium-light skin tone	11.0
1F9B8 1F3FD 200D 2640	1f9b8-1f3fd-200d-2640-fe0f.png	woman superhero: medium skin tone	11.0
1F9B8 1F3FE 200D 2640	1f9b8-1f3fe-200d-2640-fe0f.png	woman superhero: medium-dark skin tone	11.0
1F9B8 1F3FF 200D 2640	1f9b8-1f3ff-200d-2640-fe0f.png	woman superhero: dark skin tone	11.0
1F9B9 200D 2642	1f9b9-200d-2642-fe0f.png	man supervillain	11.0
1F9B9 1F3FB 200D 2642	1f9b9-1f3fb-200d-2642-fe0f.png	man supervillain: light skin tone	11.0
1F9B9 1F3FC 200D 2642	1f9b9-1f3fc-200d-2642-fe0f.png	man supervillain: medium-light skin tone	11.0
1F9B9 1F3FD 200D 2642	1f9b9-1f3fd-200d-2642-fe0f.png	man supervillain: medium skin tone	11.0
1F9B9 1F3FE 200D 2642	1f9b9-1f3fe-200d-2642-fe0f.png	man supervillain: medium-dark skin tone	11.0
1F9B9 1F3FF 200D 2642	1f9b9-1f3ff-200d-2642-fe0f.png	man supervillain: dark skin tone	11.0
1F9B9 200D 2640	1f9b9-200d-2640-fe0f.png	woman supervillain	11.0
1F9B9 1F3FB 200D 2640	1f9b9-1f3fb-200d-2640-fe0f.png	woman supervillain: light skin tone	11.0
1F9B9 1F3FC 200D 2640	1f9b9-1f3fc-200d-2640-fe0f.png	woman supervillain: medium-light skin tone	11.0
1F9B9 1F3FD 200D 2640	1f9b9-1f3fd-200d-2640-fe0f.png	woman supervillain: medium skin tone	11.0
1F9B9 1F3FE 200D 2640	1f9b9-1f3fe-200d-2640-fe0f.png	woman supervillain: medium-dark skin tone	11.0
1F9B9 1F3FF 200D 2640	1f9b9-1f3ff-200d-2640-fe0f.png	woman supervillain: dark skin tone	11.0
1F9D9 200D 2642	1f9d9-200d-2642-fe0f.png	man mage	5.0
1F9D9 1F3FB 200D 2642	1f9d9-1f3fb-200d-2642-fe0f.png	man mage: light skin tone	5.0
1F9D9 1F3FC 200D 2642	1f9d9-1f3fc-200d-2642-fe0f.png	man mage: medium-light skin tone	5.0
1F9D9 1F3FD 200D 2642	1f9d9-1f3fd-200d-2642-fe0f.png	man mage: medium skin tone	5.0
1F9D9 1F3FE 200D 2642	1f9d9-1f3fe-200d-2642-fe0f.png	man mage: medium-dark skin tone	5.0
1F9D9 1F3FF 200D 2642	1f9d9-1f3ff-200d-2642-fe0f.png	man mage: dark skin tone	5.0
1F9D9 200D 2640	1f9d9-200d-2640-fe0f.png	woman mage	5.0
1F9D9 1F3FB 200D 2640	1f9d9-1f3fb-200d-2640-fe0f.png	woman mage: light skin tone	5.0
1F9D9 1F3FC 200D 2640	1f9d9-1f3fc-200d-2640-fe0f.png	woman mage: medium-light skin tone	5.0
1F9D9 1F3FD 200D 2640	1f9d9-1f3fd-200d-2640-fe0f.png	woman mage: medium skin tone	5.0
1F9D9 1F3FE 200D 2640	1f9d9-1f3fe-200d-2640-fe0f.png	woman mage: medium-dark skin tone	5.0
1F9D9 1F3FF 200D 2640	1f9d9-1f3ff-200d-2640-fe0f.png	woman mage: dark skin tone	5.0
1F9DA 200D 2642	1f9da-200d-2642-fe0f.png	man fairy	5.0
1F9DA 1F3FB 200D 2642	1f9da-1f3fb-200d-2642-fe0f.png	man fairy: light skin tone	5.0
1F9DA 1F3FC 200D 2642	1f9da-1f3fc-200d-2642-fe0f.png	man fairy: medium-light skin tone	5.0
1F9DA 1F3FD 200D 2642	1f9da-1f3fd-200d-2642-fe0f.png	man fairy: medium skin tone	5.0
1F9DA 1F3FE 200D 2642	1f9da-1f3fe-200d-2642-fe0f.png	man fairy: medium-dark skin tone	5.0
1F9DA 1F3FF 200D 2642	1f9da-1f3ff-200d-2642-fe0f.png	man fairy: dark skin tone	5.0
1F9DA 200D 2640	1f9da-200d-2640-fe0f.png	woman fairy	5.0
1F9DA 1F3FB 200D 2640	1f9da-1f3fb-200d-2640-fe0f.png	woman fairy: light skin tone	5.0
1F9DA 1F3FC 200D 2640	1f9da-1f3fc-200d-2640-fe0f.png	woman fairy: medium-light skin tone	5.0
1F9DA 1F3FD 200D 2640	1f9da-1f3fd-200d-2640-fe0f.png	woman fairy: medium skin tone	5.0
1F9DA 1F3FE 200D 2640	1f9da-1f3fe-200d-2640-fe0f.png	woman fairy: medium-dark skin tone	5.0
1F9DA 1F3FF 200D 2640	1f9da-1f3ff-200d-2640-fe0f.png	woman fairy: dark skin tone	5.0
1F9DB 200D 2642	1f9db-200d-2642-fe0f.png	man vampire	5.0
1F9DB 1F3FB 200D 2642	1f9db-1f3fb-200d-2642-fe0f.png	man vampire: light skin tone	5.0
1F9DB 1F3FC 200D 2642	1f9db-1f3fc-200d-2642-fe0f.png	man vampire: medium-light skin tone	5.0
1F9DB 1F3FD 200D 2642	1f9db-1f3fd-200d-2642-fe0f.png	man vampire: medium skin tone	5.0
1F9DB 1F3FE 200D 2642	1f9db-1f3fe-200d-2642-fe0f.png	man vampire: medium-dark skin tone	5.0
1F9DB 1F3FF 200D 2642	1f9db-1f3ff-200d-2642-fe0f.png	man vampire: dark skin tone	5.0
1F9DB 200D 2640	1f9db-200d-2640-fe0f.png	woman vampire	5.0
1F9DB 1F3FB 200D 2640	1f9db-1f3fb-200d-2640-fe0f.png	woman vampire: light skin tone	5.0
1F9DB 1F3FC 200D 2640	1f9db-1f3fc-200d-2640-fe0f.png	woman vampire: medium-light skin tone	5.0
1F9DB 1F3FD 200D 2640	1f9db-1f3fd-200d-2640-fe0f.png	woman vampire: medium skin tone	5.0
1F9DB 1F3FE 200D 2640	1f9db-1f3fe-200d-2640-fe0f.png	woman vampire: medium-dark skin tone	5.0
1F9DB 1F3FF 200D 2640	1f9db-1f3ff-200d-2640-fe0f.png	woman vampire: dark skin tone	5.0
1F9DC 200D 2642	1f9dc-200d-2642-fe0f.png	merman	5.0
1F9DC 1F3FB 200D 2642	1f9dc-1f3fb-200d-2642-fe0f.png	merman: light skin tone	5.0
1F9DC 1F3FC 200D 2642	1f9dc-1f3fc-200d-2642-fe0f.png	merman: medium-light skin tone	5.0
1F9DC 1F3FD 200D 2642	1f9dc-1f3fd-200d-2642-fe0f.png	merman: medium skin tone	5.0
1F9DC 1F3FE 200D 2642	1f9dc-1f3fe-200d-2642-fe0f.png	merman: medium-dark skin tone	5.0
1F9DC 1F3FF 200D 2642	1f9dc-1f3ff-200d-2642-fe0f.png	merman: dark skin tone	5.0
1F9DC 200D 2640	1f9dc-200d-2640-fe0f.png	mermaid	5.0
1F9DC 1F3FB 200D 2640	1f9dc-1f3fb-200d-2640-fe0f.png	mermaid: light skin tone	5.0
1F9DC 1F3FC 200D 2640	1f9dc-1f3fc-200d-2640-fe0f.png	mermaid: medium-light skin tone	5.0
1F9DC 1F3FD 200D 2640	1f9dc-1f3fd-200d-2640-fe0f.png	mermaid: medium skin tone	5.0
1F9DC 1F3FE 200D 2640	1f9dc-1f3fe-200d-2640-fe0f.png	mermaid: medium-dark skin tone	5.0
1F9DC 1F3FF 200D 2640	1f9dc-1f3ff-200d-2640-fe0f.png	mermaid: dark skin tone	5.0
1F9DD 200D 2642	1f9dd-200d-2642-fe0f.png	man elf	5.0
1F9DD 1F3FB 200D 2642	1f9dd-1f3fb-200d-2642-fe0f.png	man elf: light skin tone	5.0
1F9DD 1F3FC 200D 2642	1f9dd-1f3fc-200d-2642-fe0f.png	man elf: medium-light skin tone	5.0
1F9DD 1F3FD 200D 2642	1f9dd-1f3fd-200d-2642-fe0f.png	man elf: medium skin tone	5.0
1F9DD 1F3FE 200D 2642	1f9dd-1f3fe-200d-2642-fe0f.png	man elf: medium-dark skin tone	5.0
1F9DD 1F3FF 200D 2642	1f9dd-1f3ff-200d-2642-fe0f.png	man elf: dark skin tone	5.0
1F9DD 200D 2640	1f9dd-200d-2640-fe0f.png	woman elf	5.0
1F9DD 1F3FB 200D 2640	1f9dd-1f3fb-200d-2640-fe0f.png	woman elf: light skin tone	5.0
1F9DD 1F3FC 200D 2640	1f9dd-1f3fc-200d-2640-fe0f.png	woman elf: medium-light skin tone	5.0
1F9DD 1F3FD 200D 2640	1f9dd-1f3fd-200d-2640-fe0f.png	woman elf: medium skin tone	5.0
1F9DD 1F3FE 200D 2640	1f9dd-1f3fe-200d-2640-fe0f.png	woman elf: medium-dark skin tone	5.0
1F9DD 1F3FF 200D 2640	1f9dd-1f3ff-200d-2640-fe0f.png	woman elf: dark skin tone	5.0
1F9DE 200D 2642	1f9de-200d-2642-fe0f.png	man genie	5.0
1F9DE 200D 2640	1f9de-200d-2640-fe0f.png	woman genie	5.0
1F9DF 200D 2642	1f9df-200d-2642-fe0f.png	man zombie	5.0
1F9DF 200D 2640	1f9df-200d-2640-fe0f.png	woman zombie	5.0
1FAC8	1fac8.png	hairy creature	17.0
1F486 200D 2642	1f486-200d-2642-fe0f.png	man getting massage	4.0
1F486 1F3FB 200D 2642	1f486-1f3fb-200d-2642-fe0f.png	man getting massage: light skin tone	4.0
1F486 1F3FC 200D 2642	1f486-1f3fc-200d-2642-fe0f.png	man getting massage: medium-light skin tone	4.0
1F486 1F3FD 200D 2642	1f486-1f3fd-200d-2642-fe0f.png	man getting massage: medium skin tone	4.0
1F486 1F3FE 200D 2642	1f486-1f3fe-200d-2642-fe0f.png	man getting massage: medium-dark skin tone	4.0
1F486 1F3FF 200D 2642	1f486-1f3ff-200d-2642-fe0f.png	man getting massage: dark skin tone	4.0
1F486 200D 2640	1f486-200d-2640-fe0f.png	woman getting massage	4.0
1F486 1F3FB 200D 2640	1f486-1f3fb-200d-2640-fe0f.png	woman getting massage: light skin tone	4.0
1F486 1F3FC 200D 2640	1f486-1f3fc-200d-2640-fe0f.png	woman getting massage: medium-light skin tone	4.0
1F486 1F3FD 200D 2640	1f486-1f3fd-200d-2640-fe0f.png	woman getting massage: medium skin tone	4.0
1F486 1F3FE 200D 2640	1f486-1f3fe-200d-2640-fe0f.png	woman getting massage: medium-dark skin tone	4.0
1F486 1F3FF 200D 2640	1f486-1f3ff-200d-2640-fe0f.png	woman getting massage: dark skin tone	4.0
1F487 200D 2642	1f487-200d-2642-fe0f.png	man getting haircut	4.0
1F487 1F3FB 200D 2642	1f487-1f3fb-200d-2642-fe0f.png	man getting haircut: light skin tone	4.0
1F487 1F3FC 200D 2642	1f487-1f3fc-200d-2642-fe0f.png	man getting haircut: medium-light skin tone	4.0
1F487 1F3FD 200D 2642	1f487-1f3fd-200d-2642-fe0f.png	man getting haircut: medium skin tone	4.0
1F487 1F3FE 200D 2642	1f487-1f3fe-200d-2642-fe0f.png	man getting haircut: medium-dark skin tone	4.0
1F487 1F3FF 200D 2642	1f487-1f3ff-200d-2642-fe0f.png	man getting haircut: dark skin tone	4.0
1F487 200D 2640	1f487-200d-2640-fe0f.png	woman getting haircut	4.0
1F487 1F3FB 200D 2640	1f487-1f3fb-200d-2640-fe0f.png	woman getting haircut: light skin tone	4.0
1F487 1F3FC 200D 2640	1f487-1f3fc-200d-2640-fe0f.png	woman getting haircut: medium-light skin tone	4.0
1F487 1F3FD 200D 2640	1f487-1f3fd-200d-2640-fe0f.png	woman getting haircut: medium skin tone	4.0
1F487 1F3FE 200D 2640	1f487-1f3fe-200d-2640-fe0f.png	woman getting haircut: medium-dark skin tone	4.0
1F487 1F3FF 200D 2640	1f487-1f3ff-200d-2640-fe0f.png	woman getting haircut: dark skin tone	4.0
1F6B6 200D 2642	1f6b6-200d-2642-fe0f.png	man walking	4.0
1F6B6 1F3FB 200D 2642	1f6b6-1f3fb-200d-2642-fe0f.png	man walking: light skin tone	4.0
1F6B6 1F3FC 200D 2642	1f6b6-1f3fc-200d-2642-fe0f.png	man walking: medium-light skin tone	4.0
1F6B6 1F3FD 200D 2642	1f6b6-1f3fd-200d-2642-fe0f.png	man walking: medium skin tone	4.0
1F6B6 1F3FE 200D 2642	1f6b6-1f3fe-200d-2642-fe0f.png	man walking: medium-dark skin tone	4.0
1F6B6 1F3FF 200D 2642	1f6b6-1f3ff-200d-2642-fe0f.png	man walking: dark skin tone	4.0
1F6B6 200D 2640	1f6b6-200d-2640-fe0f.png	woman walking	4.0
1F6B6 1F3FB 200D 2640	1f6b6-1f3fb-200d-2640-fe0f.png	woman walking: light skin tone	4.0
1F6B6 1F3FC 200D 2640	1f6b6-1f3fc-200d-2640-fe0f.png	woman walking: medium-light skin tone	4.0
1F6B6 1F3FD 200D 2640	1f6b6-1f3fd-200d-2640-fe0f.png	woman walking: medium skin tone	4.0
1F6B6 1F3FE 200D 2640	1f6b6-1f3fe-200d-2640-fe0f.png	woman walking: medium-dark skin tone	4.0
1F6B6 1F3FF 200D 2640	1f6b6-1f3ff-200d-2640-fe0f.png	woman walking: dark skin tone	4.0
1F6B6 200D 27A1 FE0F	1f6b6-200d-27a1-fe0f.png	person walking facing right	15.1
1F6B6 200D 27A1	1f6b6-200d-27a1-fe0f.png	person walking facing right	15.1
1F6B6 1F3FB 200D 27A1 FE0F	1f6b6-1f3fb-200d-27a1-fe0f.png	person walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 27A1	1f6b6-1f3fb-200d-27a1-fe0f.png	person walking facing right: light skin tone	15.1
1F6B6 1F3FC 200D 27A1 FE0F	1f6b6-1f3fc-200d-27a1-fe0f.png	person walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 27A1	1f6b6-1f3fc-200d-27a1-fe0f.png	person walking facing right: medium-light skin tone	15.1
1F6B6 1F3FD 200D 27A1 FE0F	1f6b6-1f3fd-200d-27a1-fe0f.png	person walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 27A1	1f6b6-1f3fd-200d-27a1-fe0f.png	person walking facing right: medium skin tone	15.1
1F6B6 1F3FE 200D 27A1 FE0F	1f6b6-1f3fe-200d-27a1-fe0f.png	person walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 27A1	1f6b6-1f3fe-200d-27a1-fe0f.png	person walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FF 200D 27A1 FE0F	1f6b6-1f3ff-200d-27a1-fe0f.png	person walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 27A1	1f6b6-1f3ff-200d-27a1-fe0f.png	person walking facing right: dark skin tone	15.1
1F6B6 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right	15.1
1F6B6 200D 2640 200D 27A1 FE0F	1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right	15.1
1F6B6 200D 2640 FE0F 200D 27A1	1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right	15.1
1F6B6 200D 2640 200D 27A1	1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right	15.1
1F6B6 1F3FB 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2640 200D 27A1 FE0F	1f6b6-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2640 FE0F 200D 27A1	1f6b6-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2640 200D 27A1	1f6b6-1f3fb-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: light skin tone	15.1
1F6B6 1F3FC 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2640 200D 27A1 FE0F	1f6b6-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2640 FE0F 200D 27A1	1f6b6-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2640 200D 27A1	1f6b6-1f3fc-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-light skin tone	15.1
1F6B6 1F3FD 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2640 200D 27A1 FE0F	1f6b6-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2640 FE0F 200D 27A1	1f6b6-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium skin tone	15.1
1F6B6 1F3FD 200D 2640 200D 27A1	1f6b6-1f3fd-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium skin tone	15.1
1F6B6 1F3FE 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2640 200D 27A1 FE0F	1f6b6-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2640 FE0F 200D 27A1	1f6b6-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FE 200D 2640 200D 27A1	1f6b6-1f3fe-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: medium-dark skin tone	15.1
1F6B6 1F3FF 200D 2640 FE0F 200D 27A1 FE0F	1f6b6-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2640 200D 27A1 FE0F	1f6b6-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2640 FE0F 200D 27A1	1f6b6-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: dark skin tone	15.1
1F6B6 1F3FF 200D 2640 200D 27A1	1f6b6-1f3ff-200d-2640-fe0f-200d-27a1-fe0f.png	woman walking facing right: dark skin tone	15.1
1F6B6 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right	15.1
1F6B6 200D 2642 200D 27A1 FE0F	1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right	15.1
1F6B6 200D 2642 FE0F 200D 27A1	1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right	15.1
1F6B6 200D 2642 200D 27A1	1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right	15.1
1F6B6 1F3FB 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2642 200D 27A1 FE0F	1f6b6-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2642 FE0F 200D 27A1	1f6b6-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: light skin tone	15.1
1F6B6 1F3FB 200D 2642 200D 27A1	1f6b6-1f3fb-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: light skin tone	15.1
1F6B6 1F3FC 200D 2642 FE0F 200D 27A1 FE0F	1f6b6-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2642 200D 27A1 FE0F	1f6b6-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2642 FE0F 200D 27A1	1f6b6-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-light skin tone	15.1
1F6B6 1F3FC 200D 2642 200D 27A1	1f6b6-1f3fc-200d-2642-fe0f-200d-27a1-fe0f.png	man walking facing right: medium-light skin tone	15.1
